,segmentId,system1Id,system2Id,system3Id,system1rank,system2rank,system3rank
330,7,Baseline,Ranta,LoLa,3,1,2
331,7,Baseline,Ranta,LoLa,1,3,3
332,7,Baseline,Ranta,LoLa,2,3,1
333,7,Baseline,Ranta,LoLa,3,2,1
334,7,Baseline,Ranta,LoLa,3,2,1
335,7,Baseline,Ranta,LoLa,1,2,3
336,8,Baseline,Ranta,LoLa,3,2,1
337,8,Baseline,Ranta,LoLa,3,2,1
338,8,Baseline,Ranta,LoLa,3,2,1
339,8,Baseline,Ranta,LoLa,2,2,1
340,8,Baseline,Ranta,LoLa,2,3,1
341,8,Baseline,Ranta,LoLa,2,2,1
342,8,Baseline,Ranta,LoLa,3,2,1
343,9,Baseline,Ranta,LoLa,3,3,2
344,9,Baseline,Ranta,LoLa,2,2,1
345,9,Baseline,Ranta,LoLa,1,1,3
346,9,Baseline,Ranta,LoLa,2,2,1
347,9,Baseline,Ranta,LoLa,2,2,1
348,9,Baseline,Ranta,LoLa,1,1,3
349,9,Baseline,Ranta,LoLa,1,1,2
350,10,LoLa,Ranta,Baseline,2,2,2
351,10,LoLa,Ranta,Baseline,1,1,1
352,10,LoLa,Ranta,Baseline,1,1,1
353,10,LoLa,Ranta,Baseline,1,1,1
354,10,LoLa,Ranta,Baseline,1,1,1
355,10,LoLa,Ranta,Baseline,1,1,1
356,10,LoLa,Ranta,Baseline,1,1,1
357,11,Baseline,LoLa,Ranta,2,1,2
358,11,Baseline,LoLa,Ranta,2,1,2
359,11,Baseline,LoLa,Ranta,1,3,1
360,11,Baseline,LoLa,Ranta,3,1,2
361,11,Baseline,LoLa,Ranta,2,1,2
362,11,Baseline,LoLa,Ranta,2,1,2
363,11,Baseline,LoLa,Ranta,1,3,1
364,12,Ranta,Baseline,LoLa,2,3,1
365,12,Ranta,Baseline,LoLa,2,3,1
366,12,Ranta,Baseline,LoLa,1,2,1
367,12,Ranta,Baseline,LoLa,1,2,1
368,12,Ranta,Baseline,LoLa,1,3,2
369,12,Ranta,Baseline,LoLa,2,3,1
370,12,Ranta,Baseline,LoLa,2,1,3
371,13,Baseline,LoLa,Ranta,2,1,2
372,13,Baseline,LoLa,Ranta,2,1,2
373,13,Baseline,LoLa,Ranta,2,1,2
374,13,Baseline,LoLa,Ranta,1,2,1
375,13,Baseline,LoLa,Ranta,2,1,2
376,13,Baseline,LoLa,Ranta,2,1,2
377,13,Baseline,LoLa,Ranta,1,2,1
378,14,Baseline,LoLa,Ranta,1,2,3
379,14,Baseline,LoLa,Ranta,2,1,1
380,14,Baseline,LoLa,Ranta,1,3,3
381,14,Baseline,LoLa,Ranta,3,1,2
382,14,Baseline,LoLa,Ranta,3,1,2
383,14,Baseline,LoLa,Ranta,1,2,3
384,14,Baseline,LoLa,Ranta,3,2,1
385,15,LoLa,Baseline,Ranta,1,3,2
386,15,LoLa,Baseline,Ranta,1,3,2
387,15,LoLa,Baseline,Ranta,2,1,3
388,15,LoLa,Baseline,Ranta,1,3,2
389,15,LoLa,Baseline,Ranta,1,3,2
390,15,LoLa,Baseline,Ranta,1,3,2
391,15,LoLa,Baseline,Ranta,3,2,1
392,16,LoLa,Ranta,Baseline,1,3,2
393,16,LoLa,Ranta,Baseline,1,2,3
394,16,LoLa,Ranta,Baseline,3,3,1
395,16,LoLa,Ranta,Baseline,2,1,3
396,16,LoLa,Ranta,Baseline,1,2,3
397,16,LoLa,Ranta,Baseline,1,3,2
398,16,LoLa,Ranta,Baseline,3,1,2
399,17,Baseline,Ranta,LoLa,3,2,1
400,17,Baseline,Ranta,LoLa,2,2,1
401,17,Baseline,Ranta,LoLa,3,2,1
402,17,Baseline,Ranta,LoLa,2,2,1
403,17,Baseline,Ranta,LoLa,3,2,1
404,17,Baseline,Ranta,LoLa,3,2,1
405,17,Baseline,Ranta,LoLa,1,2,3
406,18,Baseline,Ranta,LoLa,2,2,1
407,18,Baseline,Ranta,LoLa,2,2,1
408,18,Baseline,Ranta,LoLa,1,1,3
409,18,Baseline,Ranta,LoLa,2,2,1
410,18,Baseline,Ranta,LoLa,2,2,1
411,18,Baseline,Ranta,LoLa,2,2,1
412,18,Baseline,Ranta,LoLa,1,1,2
413,19,LoLa,Ranta,Baseline,1,2,2
414,19,LoLa,Ranta,Baseline,1,2,2
415,19,LoLa,Ranta,Baseline,2,1,1
416,19,LoLa,Ranta,Baseline,1,2,2
417,19,LoLa,Ranta,Baseline,1,2,2
418,19,LoLa,Ranta,Baseline,3,1,1
419,19,LoLa,Ranta,Baseline,2,1,1
